#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Thu Nov 12 15:16:28 EST 2020,41,41,Assignment5Suite,AddEdgeTest1+ AddEdgeTest2+ AddEdgeTest3+ AddEdgeTest4+ AddNodeTest0+ AddNodeTest1+ DelEdgeTest1+ DelNodeTest1+ NumEdgeTest0+ NumNodeTest0+ , ,AddEdgeTest0- AddNodeTest2- DelEdgeTest0- DelEdgeTest2- DelNodeTest0- DelNodeTest2- NumEdgeTest1- NumNodeTest1- ShortestPathTest0- ShortestPathTest1- ShortestPathTest2- ShortestPathTest3- ShortestPathTest4- ShortestPathTest5- , ,
1,Thu Nov 12 17:33:24 EST 2020,29,-12,Assignment5Suite,AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2+ DelEdgeTest1 DelNodeTest1 NumNodeTest0 , ,AddEdgeTest0 AddEdgeTest1- AddEdgeTest2- AddEdgeTest3- DelEdgeTest0 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest0- NumEdgeTest1 NumNodeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
2,Thu Nov 12 17:47:55 EST 2020,37,8,Assignment5Suite,AddEdgeTest2+ AddEdgeTest3+ AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest1 DelNodeTest1 NumNodeTest0 , ,AddEdgeTest0 AddEdgeTest1 DelEdgeTest0 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
3,Thu Nov 12 18:03:42 EST 2020,45,8,Assignment5Suite,AddEdgeTest1+ AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest1 DelNodeTest1 NumEdgeTest0+ NumNodeTest0 , ,AddEdgeTest0 DelEdgeTest0 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest1 NumNodeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
4,Thu Nov 12 18:06:25 EST 2020,45,0,Assignment5Suite,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0+ DelNodeTest1 NumEdgeTest0 NumNodeTest0 , ,AddEdgeTest0 DelEdgeTest1- DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest1 NumNodeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
5,Thu Nov 12 18:06:25 EST 2020,45,0,Assignment5Suite,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelNodeTest1 NumEdgeTest0 NumNodeTest0 , ,AddEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest1 NumNodeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
6,Thu Nov 12 18:06:33 EST 2020,45,0,Assignment5Suite,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelNodeTest1 NumEdgeTest0 NumNodeTest0 , ,AddEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest1 NumNodeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
7,Thu Nov 12 18:14:49 EST 2020,41,-4,Assignment5Suite,AddEdgeTest0+ AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelNodeTest1 NumEdgeTest1+ NumNodeTest0 , ,AddEdgeTest1- DelEdgeTest0- DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest0- NumNodeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
8,Thu Nov 12 18:15:18 EST 2020,41,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelNodeTest1 NumEdgeTest1 NumNodeTest1+ , ,AddEdgeTest1 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest0 NumNodeTest0- ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
9,Thu Nov 12 18:16:28 EST 2020,41,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelNodeTest1 NumEdgeTest1 NumNodeTest1 , ,AddEdgeTest1 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest0 NumNodeTest0 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
10,Thu Nov 12 18:18:06 EST 2020,41,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelNodeTest1 NumEdgeTest1 NumNodeTest1 , ,AddEdgeTest1 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest0 NumNodeTest0 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
11,Thu Nov 12 18:19:49 EST 2020,41,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelNodeTest1 NumEdgeTest1 NumNodeTest0+ , ,AddEdgeTest1 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest0 NumNodeTest1- ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
12,Thu Nov 12 18:20:59 EST 2020,45,4,Assignment5Suite,AddEdgeTest1+ AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0+ DelNodeTest1 NumEdgeTest0+ NumNodeTest0 , ,AddEdgeTest0- DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest1- NumNodeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
13,Thu Nov 12 18:28:27 EST 2020,50,5,Assignment5Suite,AddEdgeTest0+ AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelNodeTest1 NumEdgeTest0 NumNodeTest0 , ,DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest1 NumNodeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
