#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Thu Oct 08 15:46:40 EDT 2020,73,73,Assignment3Suite,ExtendTest0+ GetTest0+ GetTest1+ KeysTest0+ KeysTest1+ KeysTest2+ KeysTest3+ KeysTest5+ LambdaTest0+ MinMaxTest0+ MinMaxTest1+ MinMaxTest2+ MinMaxTest3+ MinMaxTest4+ MinMaxTest5+ MinMaxTest6+ MinMaxTest7+ PutTest0+ PutTest1+ PutTest2+ PutTest3+ PutTest4+ PutTest5+ RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0+ SizeTest1+ SizeTest2+ , ,ExtendTest1- ExtendTest2- ExtendTest3- ExtendTest4- GetTest2- KeysTest4- KeysTest6- LambdaTest1- LambdaTest2- LambdaTest3- LambdaTest4- , ,
1,Fri Oct 09 14:49:10 EDT 2020,73,0,Assignment3Suite,ExtendTest0 GetTest0 GetTest1 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest5 LambdaTest0 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 , ,ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4 GetTest2 KeysTest4 KeysTest6 LambdaTest1 LambdaTest2 LambdaTest3 LambdaTest4 , ,
2,Fri Oct 09 19:00:24 EDT 2020,73,0,Assignment3Suite,ExtendTest0 GetTest0 GetTest1 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest5 LambdaTest0 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 , ,ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4 GetTest2 KeysTest4 KeysTest6 LambdaTest1 LambdaTest2 LambdaTest3 LambdaTest4 , ,
3,Fri Oct 09 19:04:55 EDT 2020,73,0,Assignment3Suite,ExtendTest0 GetTest0 GetTest1 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest5 LambdaTest0 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 , ,ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4 GetTest2 KeysTest4 KeysTest6 LambdaTest1 LambdaTest2 LambdaTest3 LambdaTest4 , ,
4,Fri Oct 09 19:05:05 EDT 2020,73,0,Assignment3Suite,ExtendTest0 GetTest0 GetTest1 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest5 LambdaTest0 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 , ,ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4 GetTest2 KeysTest4 KeysTest6 LambdaTest1 LambdaTest2 LambdaTest3 LambdaTest4 , ,
5,Fri Oct 09 19:06:31 EDT 2020,73,0,Assignment3Suite,ExtendTest0 GetTest0 GetTest1 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest5 LambdaTest0 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 , ,ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4 GetTest2 KeysTest4 KeysTest6 LambdaTest1 LambdaTest2 LambdaTest3 LambdaTest4 , ,
6,Fri Oct 09 19:25:51 EDT 2020,58,-15,Assignment3Suite,ExtendTest0 GetTest0 GetTest1 KeysTest0 KeysTest1 KeysTest2 KeysTest3 LambdaTest0 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest2 SizeTest0 SizeTest1 SizeTest2 , ,ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4 GetTest2 KeysTest4 KeysTest5- KeysTest6 LambdaTest1 LambdaTest2 LambdaTest3 LambdaTest4 MinMaxTest6- MinMaxTest7- RemoveTest0- RemoveTest1- RemoveTest3- , ,
7,Fri Oct 09 19:27:33 EDT 2020,68,10,Assignment3Suite,ExtendTest0 GetTest0 GetTest1 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest5+ LambdaTest0 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6+ MinMaxTest7+ PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest1+ RemoveTest2 SizeTest0 SizeTest1 SizeTest2 , ,ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4 GetTest2 KeysTest4 KeysTest6 LambdaTest1 LambdaTest2 LambdaTest3 LambdaTest4 RemoveTest0 RemoveTest3 , ,
8,Fri Oct 09 21:51:21 EDT 2020,68,0,Assignment3Suite,ExtendTest0 GetTest0 GetTest1 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest5 LambdaTest0 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest1 RemoveTest2 SizeTest0 SizeTest1 SizeTest2 , ,ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4 GetTest2 KeysTest4 KeysTest6 LambdaTest1 LambdaTest2 LambdaTest3 LambdaTest4 RemoveTest0 RemoveTest3 , ,
9,Fri Oct 09 21:52:03 EDT 2020,73,5,Assignment3Suite,ExtendTest0 GetTest0 GetTest1 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest5 LambdaTest0 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest0+ RemoveTest1 RemoveTest2 RemoveTest3+ SizeTest0 SizeTest1 SizeTest2 , ,ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4 GetTest2 KeysTest4 KeysTest6 LambdaTest1 LambdaTest2 LambdaTest3 LambdaTest4 , ,
